"accuracy","time","generation","sub_gens","number_parents","evolution_method","mutation","crossover","f_default","cr_default","f_jde","cr_jde","archive_size","f_cr_adapt","perc_of_best","degl_scalar_weight","degl_neighborhoodclamp_min","clamp_max","random_min","random_max","restart_count","restart_delta","hidden_layers","dataset","output"
0.4551,144.313,8000.0,100.0,100.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,50.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_100_50_interm_0.25.json"
0.8253,146.485,8000.0,100.0,100.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,100.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_100_100_bin_1.0.json"
0.8446,153.844,8000.0,100.0,100.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,100.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_100_100_bin_0.5.json"
0.8733,152.194,8000.0,100.0,100.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,100.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_100_100_bin_0.25.json"
0.4652,158.702,8000.0,100.0,100.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,100.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_100_100_interm_1.0.json"
0.4789,142.844,8000.0,100.0,100.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,100.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_100_100_interm_0.5.json"
0.4564,143.858,8000.0,100.0,100.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,100.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_100_100_interm_0.25.json"
0.8321,148.143,8000.0,100.0,100.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,150.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_100_150_bin_1.0.json"
0.8462,149.995,8000.0,100.0,100.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,150.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_100_150_bin_0.5.json"
0.8674,151.533,8000.0,100.0,100.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,150.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_100_150_bin_0.25.json"
0.4634,146.136,8000.0,100.0,100.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,150.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_100_150_interm_1.0.json"
0.553,145.144,8000.0,100.0,100.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,150.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_100_150_interm_0.5.json"
0.4926,161.699,8000.0,100.0,100.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,150.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_100_150_interm_0.25.json"
0.8386,196.016,8000.0,100.0,150.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,50.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_150_50_bin_1.0.json"
0.8596,207.563,8000.0,100.0,150.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,50.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_150_50_bin_0.5.json"
0.8756,202.066,8000.0,100.0,150.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,50.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_150_50_bin_0.25.json"
0.5308,190.991,8000.0,100.0,150.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,50.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_150_50_interm_1.0.json"
0.5376,190.043,8000.0,100.0,150.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,50.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_150_50_interm_0.5.json"
0.5428,190.835,8000.0,100.0,150.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,50.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_150_50_interm_0.25.json"
0.8465,193.721,8000.0,100.0,150.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,100.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_150_100_bin_1.0.json"
0.864,195.177,8000.0,100.0,150.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,100.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_150_100_bin_0.5.json"
0.8653,194.21,8000.0,100.0,150.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,100.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_150_100_bin_0.25.json"
0.5127,193.684,8000.0,100.0,150.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,100.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_150_100_interm_1.0.json"
0.5506,186.161,8000.0,100.0,150.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,100.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_150_100_interm_0.5.json"
0.5261,190.751,8000.0,100.0,150.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,100.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_150_100_interm_0.25.json"
0.8395,195.145,8000.0,100.0,150.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,150.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_150_150_bin_1.0.json"
0.8528,195.942,8000.0,100.0,150.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,150.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_150_150_bin_0.5.json"
0.8755,194.148,8000.0,100.0,150.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,150.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_150_150_bin_0.25.json"
0.5224,195.345,8000.0,100.0,150.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,150.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_150_150_interm_1.0.json"
0.5091,187.719,8000.0,100.0,150.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,150.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_150_150_interm_0.5.json"
0.5537,188.527,8000.0,100.0,150.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,150.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_150_150_interm_0.25.json"
